2008,12,04,53844.0
2008,12,05,54069.0
2008,12,08,54225.0
2008,12,09,54299.0
2008,12,10,54300.0
2008,12,11,54148.0
2008,12,12,54226.0
2008,12,15,54220.0
2008,12,16,54357.0
2008,12,17,54399.0
2008,12,18,54238.0
2008,12,19,54352.0
2008,12,22,54069.0
2008,12,23,53950.0
2008,12,24,53955.0
2008,12,26,54015.0
2008,12,29,53964.0
2008,12,30,54061.0
2008,12,31,54032.0
2009,01,02,54159.0
2009,01,05,54130.0
2009,01,06,54344.0
2009,01,07,54269.0
2009,01,08,54356.0
2009,01,09,54187.0
2009,01,12,53936.0
2009,01,13,53951.0
2009,01,14,53635.0
2009,01,15,52866.0
2009,01,16,52665.0
2009,01,20,51642.0
2009,01,21,52756.0
2009,01,22,51751.0
2009,01,23,51853.0
2009,01,26,51819.0
2009,01,27,51859.0
2009,01,28,51974.0
2009,01,29,51835.0
2009,01,30,51760.0
2009,02,02,51777.0
2009,02,03,51788.0
2009,02,04,51806.0
2009,02,05,51900.0
2009,02,06,52059.0
2009,02,09,52121.0
2009,02,10,51807.0
2009,02,11,51883.0
2009,02,12,51893.0
2009,02,13,51842.0
2009,02,17,51737.0
2009,02,18,51584.0
2009,02,19,51404.0
2009,02,20,51308.0
2009,02,23,51284.0
2009,02,24,51544.0
2009,02,25,51472.0
2009,02,26,51383.0
2009,02,27,51292.0
2009,03,02,50931.0
2009,03,03,50808.0
2009,03,04,51114.0
2009,03,05,50515.0
2009,03,06,50304.0
2009,03,09,50404.0
2009,03,10,51107.0
2009,03,11,51153.0
2009,03,12,51496.0
2009,03,13,51612.0
2009,03,16,51604.0
2009,03,17,51693.0
2009,03,18,51799.0
2009,03,19,51814.0
2009,03,20,51731.0
2009,03,23,52069.0
2009,03,24,51995.0
2009,03,25,52024.0
2009,03,26,52208.0
2009,03,27,52137.0
2009,03,30,51971.0
2009,03,31,52017.0
2009,04,01,52119.0
2009,04,02,52345.0
2009,04,03,52540.0
2009,04,06,52609.0
2009,04,07,52455.0
2009,04,08,52707.0
2009,04,09,53163.0
2009,04,13,53110.0
2009,04,14,53016.0
2009,04,15,53041.0
2009,04,16,53327.0
2009,04,17,53371.0
2009,04,20,52955.0
2009,04,21,53186.0
2009,04,22,53306.0
2009,04,23,53427.0
2009,04,24,53559.0
2009,04,27,53469.0
2009,04,28,53487.0
2009,04,29,53690.0
2009,04,30,53694.0
2009,05,01,53806.0
2009,05,04,54253.0
2009,05,05,54290.0
2009,05,06,54468.0
2009,05,07,54352.0
2009,05,08,54560.0
2009,05,11,54474.0
2009,05,12,54116.0
2009,05,13,53710.0
2009,05,14,54175.0
2009,05,15,54096.0
2009,05,18,54440.0
2009,05,19,54640.0
2009,05,20,54559.0
2009,05,21,54362.0
2009,05,22,54306.0
2009,05,26,54423.0
2009,05,27,54404.0
2009,05,28,54621.0
2009,05,29,54942.0
2009,06,01,55221.0
2009,06,02,55190.0
2009,06,03,54868.0
2009,06,04,55256.0
2009,06,05,55188.0
2009,06,08,55162.0
2009,06,09,55297.0
2009,06,10,55305.0
2009,06,11,55363.0
2009,06,12,55332.0
2009,06,15,55177.0
2009,06,16,55050.0
2009,06,17,54988.0
2009,06,18,54964.0
2009,06,19,55035.0
2009,06,22,54728.0
2009,06,23,54737.0
2009,06,24,54868.0
2009,06,25,54963.0
2009,06,26,55008.0
2009,06,29,55056.0
2009,06,30,55108.0
2009,07,01,55094.0
2009,07,02,54930.0
2009,07,06,54822.0
2009,07,07,54723.0
2009,07,08,54545.0
2009,07,09,54750.0
2009,07,10,54748.0
2009,07,13,54856.0
2009,07,14,54926.0
2009,07,15,55185.0
2009,07,16,55319.0
2009,07,17,55289.0
2009,07,20,55406.0
2009,07,21,55304.0
2009,07,22,55376.0
2009,07,23,55706.0
2009,07,24,55673.0
2009,07,27,55932.0
2009,07,28,55926.0
2009,07,29,55890.0
2009,07,30,56054.0
2009,07,31,56123.0
2009,08,03,56267.0
2009,08,04,56340.0
2009,08,05,56443.0
2009,08,06,56307.0
2009,08,07,56411.0
2009,08,10,56396.0
2009,08,11,56213.0
2009,08,12,56286.0
2009,08,13,56441.0
2009,08,14,56457.0
2009,08,17,56161.0
2009,08,18,56305.0
2009,08,19,56322.0
2009,08,20,56353.0
2009,08,21,56525.0
2009,08,24,56507.0
2009,08,25,56617.0
2009,08,26,56627.0
2009,08,27,56811.0
2009,08,28,56938.0
2009,08,31,56895.0
2009,09,01,56534.0
2009,09,02,56438.0
2009,09,03,56845.0
2009,09,04,57058.0
2009,09,08,57049.0
2009,09,09,57205.0
2009,09,10,57417.0
2009,09,11,57418.0
2009,09,14,57508.0
2009,09,15,57681.0
2009,09,16,57782.0
2009,09,17,57664.0
2009,09,18,57640.0
2009,09,21,57671.0
2009,09,22,57831.0
2009,09,23,57785.0
2009,09,24,57475.0
2009,09,25,57388.0
2009,09,28,57618.0
2009,09,29,57499.0
2009,09,30,57459.0
2009,10,01,57130.0
2009,10,02,56905.0
2009,10,05,57212.0
2009,10,06,57392.0
2009,10,07,57453.0
2009,10,08,57389.0
2009,10,09,57545.0
2009,10,12,57545.0
2009,10,13,57377.0
2009,10,14,57744.0
2009,10,15,57454.0
2009,10,16,56930.0
2009,10,19,57214.0
2009,10,20,57049.0
2009,10,21,56896.0
2009,10,22,57055.0
2009,10,23,56781.0
2009,10,26,56473.0
2009,10,27,56270.0
2009,10,28,55984.0
2009,10,29,56750.0
2009,10,30,56406.0
2009,11,02,56652.0
2009,11,03,56738.0
2009,11,04,56602.0
2009,11,05,56936.0
2009,11,06,56861.0
2009,11,09,57214.0
2009,11,10,57174.0
2009,11,11,57277.0
2009,11,12,57332.0
2009,11,13,57430.0
2009,11,16,57559.0
2009,11,17,57710.0
2009,11,18,57676.0
2009,11,19,57382.0
2009,11,20,57180.0
2009,11,23,57264.0
2009,11,24,57172.0
2009,11,25,57316.0
2009,11,27,57072.0
2009,11,30,56962.0
2009,12,01,57233.0
2009,12,02,57318.0
2009,12,03,57254.0
2009,12,04,57394.0
2009,12,07,57387.0
2009,12,08,57520.0
2009,12,09,57488.0
2009,12,10,57481.0
2009,12,11,57536.0
2009,12,14,57494.0
2009,12,15,57494.0
2009,12,16,57570.0
2009,12,17,57349.0
2009,12,18,57771.0
2009,12,21,57873.0
2009,12,22,57906.0
2009,12,23,57916.0
2009,12,24,58051.0
2009,12,28,57935.0
